Unnamed: 0,Date,time,score_func,Dataset,cluster_type,cluster_epochs,cluster_lr,classifier_epochs,cluster_num,Normal_class,AUROC,AUIN,AUOUT,DTACC,cluster_acc,pooling
,2022-6-22,19-33-50,energy,stackoverflow,SCCL,3,3e-06,1,10,0,0.4870130370370371,0.7451959956199957,0.2437054941501369,0.5113333333333334,0.1922222222222222,mean
,2022-6-22,19-33-50,energy_ood,stackoverflow,SCCL,3,3e-06,1,10,0,0.0242019999999999,0.4800160642412639,0.1731125768177014,0.5,0.1922222222222222,mean
,2022-6-22,19-33-50,maha,stackoverflow,SCCL,3,3e-06,1,10,0,0.5554918518518519,0.7827420614932745,0.2891410499607575,0.5471111111111111,0.1922222222222222,mean
,2022-6-22,19-33-50,maha_ood,stackoverflow,SCCL,3,3e-06,1,10,0,0.992967111111111,0.995908975031644,0.9886980600557126,0.9686666666666668,0.1922222222222222,mean
,2022-6-22,19-33-50,msp,stackoverflow,SCCL,3,3e-06,1,10,0,0.4796434074074074,0.7395938140250709,0.2373610774920953,0.5024444444444444,0.1922222222222222,mean
,2022-6-22,19-33-50,msp_ood,stackoverflow,SCCL,3,3e-06,1,10,0,0.0692355555555555,0.4874658594212948,0.1763515114945851,0.5,0.1922222222222222,mean
,2022-6-22,19-40-17,energy,stackoverflow,SCCL,3,3e-06,1,20,0,0.4270438518518518,0.7074259374116441,0.2126147732064351,0.5,0.221,mean
,2022-6-22,19-40-17,energy_ood,stackoverflow,SCCL,3,3e-06,1,20,0,0.0173432222222222,0.4785682199937872,0.1729466057208431,0.5,0.221,mean
,2022-6-22,19-40-17,maha,stackoverflow,SCCL,3,3e-06,1,20,0,0.5983198518518518,0.8068872247386414,0.3165279914801502,0.5764444444444445,0.221,mean
,2022-6-22,19-40-17,maha_ood,stackoverflow,SCCL,3,3e-06,1,20,0,0.995376111111111,0.9974317489318754,0.992137405516968,0.9733888888888887,0.221,mean
,2022-6-22,19-40-17,msp,stackoverflow,SCCL,3,3e-06,1,20,0,0.4467337777777777,0.7225602492772172,0.2157106333066612,0.5,0.221,mean
,2022-6-22,19-40-17,msp_ood,stackoverflow,SCCL,3,3e-06,1,20,0,0.049442111111111,0.4839031943853092,0.1746100728540327,0.5,0.221,mean
,2022-6-22,19-47-31,energy,stackoverflow,SCCL,3,3e-06,1,30,0,0.4196860740740741,0.711866074764693,0.2102610104592805,0.5028888888888888,0.1962222222222222,mean
,2022-6-22,19-47-31,energy_ood,stackoverflow,SCCL,3,3e-06,1,30,0,0.0139143333333333,0.478308810767007,0.1728207925954024,0.5,0.1962222222222222,mean
,2022-6-22,19-47-31,maha,stackoverflow,SCCL,3,3e-06,1,30,0,0.606876,0.822162647601781,0.3095094926285379,0.5862222222222222,0.1962222222222222,mean
,2022-6-22,19-47-31,maha_ood,stackoverflow,SCCL,3,3e-06,1,30,0,0.9957795555555556,0.9976575289827824,0.9930199287730852,0.9768055555555556,0.1962222222222222,mean
,2022-6-22,19-47-31,msp,stackoverflow,SCCL,3,3e-06,1,30,0,0.4258847407407408,0.7072616813505739,0.2112938765052454,0.5003333333333333,0.1962222222222222,mean
,2022-6-22,19-47-31,msp_ood,stackoverflow,SCCL,3,3e-06,1,30,0,0.0370266666666666,0.4820218557210393,0.1737186411321458,0.5,0.1962222222222222,mean
,2022-6-22,19-54-16,energy,stackoverflow,SCCL,3,3e-06,1,40,0,0.4296214814814815,0.7062716970380643,0.2189053031261305,0.5006666666666667,0.1924444444444444,mean
,2022-6-22,19-54-16,energy_ood,stackoverflow,SCCL,3,3e-06,1,40,0,0.0137956666666666,0.4782475966103732,0.1727990916304077,0.5,0.1924444444444444,mean
,2022-6-22,19-54-16,maha,stackoverflow,SCCL,3,3e-06,1,40,0,0.6035453333333334,0.8134339506818898,0.3144507833959845,0.5803333333333333,0.1924444444444444,mean
,2022-6-22,19-54-16,maha_ood,stackoverflow,SCCL,3,3e-06,1,40,0,0.9946895555555556,0.9968241157457994,0.9917947957102404,0.9745555555555556,0.1924444444444444,mean
,2022-6-22,19-54-16,msp,stackoverflow,SCCL,3,3e-06,1,40,0,0.429661037037037,0.7071593334168054,0.2160185753238344,0.5002222222222222,0.1924444444444444,mean
,2022-6-22,19-54-16,msp_ood,stackoverflow,SCCL,3,3e-06,1,40,0,0.0438832222222222,0.4832360985606119,0.1740823130982242,0.5,0.1924444444444444,mean
,2022-6-22,20-1-7,energy,stackoverflow,SCCL,3,3e-06,1,50,0,0.3861282962962963,0.6873621793567513,0.1977385047118739,0.5002222222222221,0.1928888888888889,mean
,2022-6-22,20-1-7,energy_ood,stackoverflow,SCCL,3,3e-06,1,50,0,0.0167463333333333,0.478403833584634,0.1729421370882363,0.5,0.1928888888888889,mean
,2022-6-22,20-1-7,maha,stackoverflow,SCCL,3,3e-06,1,50,0,0.6328694814814815,0.8344227129272193,0.3417935890647799,0.6011111111111112,0.1928888888888889,mean
,2022-6-22,20-1-7,maha_ood,stackoverflow,SCCL,3,3e-06,1,50,0,0.9939603333333332,0.9965931257908796,0.9902084236377564,0.9717777777777776,0.1928888888888889,mean
,2022-6-22,20-1-7,msp,stackoverflow,SCCL,3,3e-06,1,50,0,0.394214074074074,0.6918581193605116,0.1981446913859884,0.5,0.1928888888888889,mean
,2022-6-22,20-1-7,msp_ood,stackoverflow,SCCL,3,3e-06,1,50,0,0.0477367777777777,0.4832898542893141,0.174661190017265,0.5,0.1928888888888889,mean
